ID,Period,Group,Treatment,Session,Subject,Rank,give,receive1,receive2,return1,return2,returned,give_o,returned_other
6,3,2,1,1,6,3,12,0,12,0,0,22,0,0
6,4,2,1,1,6,3,12,1,12,0,0,23,1,2
6,5,2,1,1,6,3,12,6,12,0,0,23,6,13
6,6,6,1,1,6,3,12,7,12,0,0,16,7,10
7,1,1,1,1,7,1,0,5,6,12,12,12,0,12
7,2,1,1,1,7,1,0,3,2,6,4,4,0,6
7,3,1,1,1,7,1,0,5,10,11,22,22,0,11
7,4,1,1,1,7,1,0,5,0,10,0,0,0,10
7,5,1,1,1,7,1,0,12,12,28,28,28,0,28
7,6,1,1,1,7,1,0,6,12,14,26,26,0,14
8,1,6,1,1,8,1,0,3,4,7,7,7,0,7
8,2,6,1,1,8,1,0,7,10,9,2,2,0,9
8,3,6,1,1,8,1,0,1,6,1,7,7,0,1
8,4,6,1,1,8,1,0,2,3,2,3,3,0,2
8,5,6,1,1,8,1,0,9,5,10,4,4,0,10
8,6,6,1,1,8,1,0,7,12,10,16,16,0,10
9,1,3,1,1,9,3,3,5,3,0,0,7,5,9
9,2,2,1,1,9,3,5,4,5,0,0,11,4,8
9,3,6,1,1,9,3,6,1,6,0,0,7,1,1
9,4,3,1,1,9,2,10,10,10,0,0,24,10,24
9,5,6,1,1,9,2,9,9,5,0,0,10,5,4
9,6,6,1,1,9,2,7,7,12,0,0,10,12,16
10,1,3,1,1,10,2,5,5,3,0,0,9,3,7
10,2,4,1,1,10,3,11,0,11,0,0,0,0,0
10,3,3,1,1,10,3,6,3,6,0,0,5,3,4
10,4,6,1,1,10,2,2,2,3,0,0,2,3,3
10,5,1,1,1,10,2,12,12,12,0,0,28,12,28
10,6,2,1,1,10,2,12,12,12,0,0,28,12,28
11,1,1,1,1,11,3,6,5,6,0,0,12,5,12
11,2,5,1,1,11,2,12,12,6,0,0,15,6,9
11,3,4,1,1,11,2,9,9,10,0,0,0,10,0
11,4,4,1,1,11,2,12,12,8,0,0,0,8,0
11,5,1,1,1,11,3,12,12,12,0,0,28,12,28
11,6,4,1,1,11,2,12,12,0,0,0,0,0,0
12,1,2,1,1,12,3,8,2,8,0,0,13,2,3
12,2,6,1,1,12,3,10,7,10,0,0,2,7,9
12,3,4,1,1,12,3,10,9,10,0,0,0,9,0
12,4,5,1,1,12,3,10,2,10,0,0,15,2,1
12,5,3,1,1,12,3,10,10,10,0,0,23,10,23
12,6,1,1,1,12,3,12,6,12,0,0,26,6,14
13,1,6,1,1,13,2,3,3,4,0,0,7,4,7
13,2,1,1,1,13,2,3,3,2,0,0,6,2,4
13,3,3,1,1,13,2,3,3,6,0,0,4,6,5
13,4,6,1,1,13,3,3,2,3,0,0,3,2,2
13,5,5,1,1,13,3,4,0,4,0,0,3,0,0
13,6,5,1,1,13,3,3,0,3,0,0,0,0,0
14,1,4,1,1,14,1,0,3,0,0,0,0,0,0
14,2,4,1,1,14,1,0,0,11,0,0,0,0,0
14,3,4,1,1,14,1,0,9,10,0,0,0,0,0
14,4,4,1,1,14,1,0,12,8,0,0,0,0,0
14,5,4,1,1,14,1,0,9,1,0,0,0,0,0
14,6,4,1,1,14,1,0,12,0,0,0,0,0,0
15,1,1,1,1,15,2,5,5,6,0,0,12,6,12
15,2,5,1,1,15,3,6,12,6,0,0,9,12,15
15,3,1,1,1,15,3,10,5,10,0,0,22,5,11
15,4,3,1,1,15,3,10,10,10,0,0,24,10,24
15,5,3,1,1,15,2,10,10,10,0,0,23,10,23
15,6,2,1,1,15,3,12,12,12,0,0,28,12,28
16,1,6,1,1,16,3,4,3,4,0,0,7,3,7
16,2,4,1,1,16,2,0,0,11,0,0,0,11,0
16,3,5,1,1,16,2,3,3,0,0,0,3,0,0
16,4,2,1,1,16,2,1,1,12,0,0,2,12,23
16,5,4,1,1,16,2,9,9,1,0,0,0,1,0
16,6,5,1,1,16,2,0,0,3,0,0,0,3,0
17,1,3,1,1,17,1,0,5,3,9,7,7,0,9
17,2,3,1,1,17,1,0,2,0,0,0,0,0,0
17,3,3,1,1,17,1,0,3,6,4,5,5,0,4
17,4,3,1,1,17,1,0,10,10,24,24,24,0,24
17,5,3,1,1,17,1,0,10,10,23,23,23,0,23
17,6,3,1,1,17,1,0,1,10,4,14,14,0,4
18,1,2,1,1,18,1,0,2,8,3,13,13,0,3
18,2,2,1,1,18,1,0,4,5,8,11,11,0,8
18,3,2,1,1,18,1,0,0,12,0,22,22,0,0
18,4,2,1,1,18,1,0,1,12,2,23,23,0,2
18,5,2,1,1,18,1,0,6,12,13,23,23,0,13
18,6,2,1,1,18,1,0,12,12,28,28,28,0,28
19,1,3,1,2,1,3,3,5,3,0,0,0,5,0
19,2,1,1,2,1,2,3,3,12,0,0,5,12,9
19,3,6,1,2,1,3,3,2,3,0,0,5,2,3
19,4,4,1,2,1,2,4,4,3,0,0,2,3,1
19,5,3,1,2,1,2,5,5,12,0,0,0,12,0
19,6,5,1,2,1,2,2,2,4,0,0,1,4,4
20,1,5,1,2,2,3,3,2,3,0,0,1,2,3
20,2,4,1,2,2,2,1,1,1,0,0,1,1,1
20,3,4,1,2,2,3,2,0,2,0,0,3,0,0
20,4,1,1,2,2,3,0,5,0,0,0,0,5,5
20,5,2,1,2,2,2,4,4,1,0,0,7,1,1
20,6,1,1,2,2,2,4,4,6,0,0,10,6,10
21,1,5,1,2,3,1,0,2,3,3,1,1,0,3
21,2,5,1,2,3,1,0,4,5,4,4,4,0,4
21,3,5,1,2,3,1,0,5,12,4,8,8,0,4
21,4,5,1,2,3,1,0,3,12,9,12,12,0,9
21,5,5,1,2,3,1,0,7,2,6,1,1,0,6
21,6,5,1,2,3,1,0,2,4,1,4,4,0,1
22,1,6,1,2,4,2,2,2,4,0,0,4,4,6
22,2,2,1,2,4,2,3,3,1,0,0,5,1,1
22,3,2,1,2,4,2,4,4,2,0,0,6,2,3
22,4,1,1,2,4,2,5,5,0,0,0,5,0,0
22,5,1,1,2,4,3,3,8,3,0,0,5,8,10
22,6,1,1,2,4,3,6,4,6,0,0,10,4,10
23,1,3,1,2,5,1,0,5,3,0,0,0,0,0
23,2,3,1,2,5,1,0,4,2,0,0,0,0,0
23,3,3,1,2,5,1,0,4,4,0,0,0,0,0
23,4,3,1,2,5,1,0,2,0,0,0,0,0,0
23,5,3,1,2,5,1,0,5,12,0,0,0,0,0
23,6,3,1,2,5,1,0,4,7,0,0,0,0,0
24,1,6,1,2,6,1,0,2,4,4,6,6,0,4
24,2,6,1,2,6,1,0,2,1,3,1,1,0,3
24,3,6,1,2,6,1,0,2,3,3,5,5,0,3
24,4,6,1,2,6,1,0,7,6,9,7,7,0,9
24,5,6,1,2,6,1,0,1,2,1,2,2,0,1
24,6,6,1,2,6,1,0,5,0,8,0,0,0,8
25,1,2,1,2,7,3,5,0,5,0,0,6,0,0
25,2,5,1,2,7,3,5,4,5,0,0,4,4,4
25,3,5,1,2,7,2,5,5,12,0,0,4,12,8
25,4,6,1,2,7,2,7,7,6,0,0,9,6,7
25,5,5,1,2,7,2,7,7,2,0,0,6,2,1
25,6,3,1,2,7,3,7,4,7,0,0,0,4,0
26,1,3,1,2,8,2,5,5,3,0,0,0,3,0
26,2,5,1,2,8,2,4,4,5,0,0,4,5,4
26,3,3,1,2,8,2,4,4,4,0,0,0,4,0
26,4,2,1,2,8,2,3,3,3,0,0,5,3,5
26,5,4,1,2,8,2,3,3,4,0,0,3,4,3
26,6,5,1,2,8,3,4,2,4,0,0,4,2,1
27,1,1,1,2,9,1,0,2,12,3,7,7,0,3
27,2,1,1,2,9,1,0,3,12,5,9,9,0,5
27,3,1,1,2,9,1,0,1,1,2,3,3,0,2
27,4,1,1,2,9,1,0,5,0,5,0,0,0,5
27,5,1,1,2,9,1,0,8,3,10,5,5,0,10
27,6,1,1,2,9,1,0,4,6,10,10,10,0,10
28,1,4,1,2,10,2,1,1,0,0,0,2,0,0
28,2,6,1,2,10,2,2,2,1,0,0,3,1,1
28,3,1,1,2,10,3,1,1,1,0,0,3,1,2
28,4,3,1,2,10,3,0,2,0,0,0,0,2,0
28,5,2,1,2,10,3,1,4,1,0,0,1,4,7
28,6,4,1,2,10,2,3,3,3,0,0,4,3,4
29,1,2,1,2,11,2,0,0,5,0,0,0,5,6
29,2,6,1,2,11,3,1,2,1,0,0,1,2,3
29,3,6,1,2,11,2,2,2,3,0,0,3,3,5
29,4,2,1,2,11,3,3,3,3,0,0,5,3,5
29,5,6,1,2,11,3,2,1,2,0,0,2,1,1
29,6,2,1,2,11,2,2,2,12,0,0,4,12,24
30,1,2,1,2,12,1,0,0,5,0,6,6,0,0
30,2,2,1,2,12,1,0,3,1,5,1,1,0,5
30,3,2,1,2,12,1,0,4,2,6,3,3,0,6
30,4,2,1,2,12,1,0,3,3,5,5,5,0,5
30,5,2,1,2,12,1,0,4,1,7,1,1,0,7
30,6,2,1,2,12,1,0,2,12,4,24,24,0,4
31,1,4,1,2,13,1,0,1,0,2,0,0,0,2
31,2,4,1,2,13,1,0,1,1,1,1,1,0,1
31,3,4,1,2,13,1,0,0,2,0,3,3,0,0
31,4,4,1,2,13,1,0,4,3,2,1,1,0,2
31,5,4,1,2,13,1,0,3,4,3,3,3,0,3
31,6,4,1,2,13,1,0,3,3,4,4,4,0,4
32,1,6,1,2,14,3,4,2,4,0,0,6,2,4
32,2,3,1,2,14,2,4,4,2,0,0,0,2,0
32,3,3,1,2,14,3,4,4,4,0,0,0,4,0
32,4,6,1,2,14,3,6,7,6,0,0,7,7,9
32,5,1,1,2,14,2,8,8,3,0,0,10,3,5
32,6,3,1,2,14,2,4,4,7,0,0,0,7,0
33,1,5,1,2,15,2,2,2,3,0,0,3,3,1
33,2,4,1,2,15,3,1,1,1,0,0,1,1,1
33,3,4,1,2,15,2,0,0,2,0,0,0,2,3
33,4,5,1,2,15,2,3,3,12,0,0,9,12,12
33,5,4,1,2,15,3,4,3,4,0,0,3,3,3
33,6,6,1,2,15,2,5,5,0,0,0,8,0,0
34,1,4,1,2,16,3,0,1,0,0,0,0,1,2
34,2,2,1,2,16,3,1,3,1,0,0,1,3,5
34,3,1,1,2,16,2,1,1,1,0,0,2,1,3
34,4,3,1,2,16,2,2,2,0,0,0,0,0,0
34,5,6,1,2,16,2,1,1,2,0,0,1,2,2
34,6,6,1,2,16,3,0,5,0,0,0,0,5,8
35,1,1,1,2,17,2,2,2,12,0,0,3,12,7
35,2,3,1,2,17,3,2,4,2,0,0,0,4,0
35,3,2,1,2,17,3,2,4,2,0,0,3,4,6
35,4,4,1,2,17,3,3,4,3,0,0,1,4,2
35,5,5,1,2,17,3,2,7,2,0,0,1,7,6
35,6,4,1,2,17,3,3,3,3,0,0,4,3,4
36,1,1,1,2,18,3,12,2,12,0,0,7,2,3
36,2,1,1,2,18,3,12,3,12,0,0,9,3,5
36,3,5,1,2,18,3,12,5,12,0,0,8,5,4
36,4,5,1,2,18,3,12,3,12,0,0,12,3,9
36,5,3,1,2,18,3,12,5,12,0,0,0,5,0
36,6,2,1,2,18,3,12,2,12,0,0,24,2,4
37,1,1,1,3,1,2,4,4,9,0,0,6,9,18
37,2,5,1,3,1,2,6,6,5,0,0,6,5,5
37,3,5,1,3,1,3,12,5,12,0,0,24,5,0
37,4,3,1,3,1,2,12,12,6,0,0,12,6,6
37,5,1,1,3,1,2,12,12,5,0,0,30,5,1
37,6,6,1,3,1,3,12,6,12,0,0,30,6,14
38,1,3,1,3,2,2,2,2,4,0,0,2,4,2
38,2,6,1,3,2,2,10,10,1,0,0,20,1,0
38,3,1,1,3,2,2,10,10,6,0,0,23,6,11
38,4,2,1,3,2,2,10,10,12,0,0,24,12,26
38,5,5,1,3,2,3,12,7,12,0,0,24,7,0
38,6,2,1,3,2,2,12,12,2,0,0,27,2,0
39,1,6,1,3,3,1,0,6,12,16,25,25,0,16
39,2,6,1,3,3,1,0,10,1,20,0,0,0,20
39,3,6,1,3,3,1,0,5,9,14,28,28,0,14
39,4,6,1,3,3,1,0,2,4,0,6,6,0,0
39,5,6,1,3,3,1,0,5,2,12,0,0,0,12
39,6,6,1,3,3,1,0,6,12,14,30,30,0,14
40,1,4,1,3,4,3,2,1,2,0,0,2,1,2
40,2,3,1,3,4,2,1,1,12,0,0,1,12,2
40,3,4,1,3,4,2,0,0,9,0,0,0,9,5
40,4,6,1,3,4,3,4,2,4,0,0,6,2,0
40,5,1,1,3,4,3,5,12,5,0,0,1,12,30
40,6,5,1,3,4,3,2,9,2,0,0,0,9,18
41,1,4,1,3,5,1,0,1,2,2,2,2,0,2
41,2,4,1,3,5,1,0,6,5,5,5,5,0,5
41,3,4,1,3,5,1,0,0,9,0,5,5,0,0
41,4,4,1,3,5,1,0,7,7,5,5,5,0,5
41,5,4,1,3,5,1,0,10,12,8,8,8,0,8
41,6,4,1,3,5,1,0,11,12,10,10,10,0,10
42,1,2,1,3,6,1,0,5,5,11,11,11,0,11
42,2,2,1,3,6,1,0,8,9,20,20,20,0,20
42,3,2,1,3,6,1,0,10,12,24,26,26,0,24
42,4,2,1,3,6,1,0,10,12,24,26,26,0,24
42,5,2,1,3,6,1,0,12,6,27,12,12,0,27
42,6,2,1,3,6,1,0,12,2,27,0,0,0,27
43,1,6,1,3,7,2,6,6,12,0,0,16,12,25
43,2,1,1,3,7,3,6,10,6,0,0,12,10,21
43,3,1,1,3,7,3,6,10,6,0,0,11,10,23
43,4,4,1,3,7,2,7,7,7,0,0,5,7,5
43,5,2,1,3,7,3,6,12,6,0,0,12,12,27
43,6,6,1,3,7,2,6,6,12,0,0,14,12,30
44,1,1,1,3,8,3,9,4,9,0,0,18,4,6
44,2,2,1,3,8,3,9,8,9,0,0,20,8,20
44,3,6,1,3,8,3,9,5,9,0,0,28,5,14
44,4,1,1,3,8,2,12,12,6,0,0,27,6,11
44,5,4,1,3,8,3,12,10,12,0,0,8,10,8
44,6,1,1,3,8,2,12,12,8,0,0,28,8,16
45,1,6,1,3,9,3,12,6,12,0,0,25,6,16
45,2,3,1,3,9,3,12,1,12,0,0,2,1,1
45,3,2,1,3,9,3,12,10,12,0,0,26,10,24
45,4,5,1,3,9,2,12,12,10,0,0,24,10,0
45,5,3,1,3,9,3,12,7,12,0,0,12,7,7
45,6,3,1,3,9,2,12,12,5,0,0,12,5,5
46,1,5,1,3,10,3,6,5,6,0,0,6,5,5
46,2,1,1,3,10,2,10,10,6,0,0,21,6,12
46,3,3,1,3,10,3,12,2,12,0,0,12,2,2
46,4,2,1,3,10,3,12,10,12,0,0,26,10,24
46,5,2,1,3,10,2,12,12,6,0,0,27,6,12
46,6,4,1,3,10,3,12,11,12,0,0,10,11,10
47,1,2,1,3,11,2,5,5,5,0,0,11,5,11
47,2,5,1,3,11,3,5,6,5,0,0,5,6,6
47,3,5,1,3,11,2,5,5,12,0,0,0,12,24
47,4,1,1,3,11,3,6,12,6,0,0,11,12,27
47,5,5,1,3,11,2,7,7,12,0,0,0,12,24
47,6,1,1,3,11,3,8,12,8,0,0,16,12,28
48,1,1,1,3,12,1,0,4,9,6,18,18,0,6
48,2,1,1,3,12,1,0,10,6,21,12,12,0,21
48,3,1,1,3,12,1,0,10,6,23,11,11,0,23
48,4,1,1,3,12,1,0,12,6,27,11,11,0,27
48,5,1,1,3,12,1,0,12,5,30,1,1,0,30
48,6,1,1,3,12,1,0,12,8,28,16,16,0,28
49,1,5,1,3,13,2,5,5,6,0,0,5,6,6
49,2,4,1,3,13,2,6,6,5,0,0,5,5,5
49,3,6,1,3,13,2,5,5,9,0,0,14,9,28
49,4,4,1,3,13,3,7,7,7,0,0,5,7,5
49,5,6,1,3,13,2,5,5,2,0,0,12,2,0
49,6,3,1,3,13,3,5,12,5,0,0,5,12,12
50,1,3,1,3,14,3,4,2,4,0,0,2,2,2
50,2,4,1,3,14,3,5,6,5,0,0,5,6,5
50,3,2,1,3,14,2,10,10,12,0,0,24,12,26
50,4,5,1,3,14,3,10,12,10,0,0,0,12,24
50,5,4,1,3,14,2,10,10,12,0,0,8,12,8
50,6,4,1,3,14,2,11,11,12,0,0,10,12,10
51,1,3,1,3,15,1,0,2,4,2,2,2,0,2
51,2,3,1,3,15,1,0,1,12,1,2,2,0,1
51,3,3,1,3,15,1,0,2,12,2,12,12,0,2
51,4,3,1,3,15,1,0,12,6,12,6,6,0,12
51,5,3,1,3,15,1,0,7,12,7,12,12,0,7
51,6,3,1,3,15,1,0,12,5,12,5,5,0,12
52,1,4,1,3,16,2,1,1,2,0,0,2,2,2
52,2,6,1,3,16,3,1,10,1,0,0,0,10,20
52,3,3,1,3,16,2,2,2,12,0,0,2,12,12
52,4,6,1,3,16,2,2,2,4,0,0,0,4,6
52,5,6,1,3,16,3,2,5,2,0,0,0,5,12
52,6,2,1,3,16,3,2,12,2,0,0,0,12,27
53,1,5,1,3,17,1,0,5,6,5,6,6,0,5
53,2,5,1,3,17,1,0,6,5,6,5,5,0,6
53,3,5,1,3,17,1,0,5,12,0,24,24,0,0
53,4,5,1,3,17,1,0,12,10,24,0,0,0,24
53,5,5,1,3,17,1,0,7,12,0,24,24,0,0
53,6,5,1,3,17,1,0,9,2,18,0,0,0,18
54,1,2,1,3,18,3,5,5,5,0,0,11,5,11
54,2,2,1,3,18,2,8,8,9,0,0,20,9,20
54,3,4,1,3,18,3,9,0,9,0,0,5,0,0
54,4,3,1,3,18,3,6,12,6,0,0,6,12,12
54,5,3,1,3,18,2,7,7,12,0,0,7,12,12
54,6,5,1,3,18,2,9,9,2,0,0,18,2,0
55,1,1,2,4,1,3,3,4,3,0,0,2,4,3
55,2,2,2,4,1,3,3,2,3,0,0,6,2,5
55,3,5,2,4,1,2,3,3,3,0,0,9,3,9
55,4,2,2,4,1,3,3,2,3,0,0,6,2,6
55,5,1,2,4,1,2,3,3,3,0,0,6,3,6
55,6,1,2,4,1,2,4,4,6,0,0,8,6,12
56,1,2,2,4,2,1,0,1,2,5,6,6,0,5
56,2,2,2,4,2,1,0,2,3,5,6,6,0,5
56,3,2,2,4,2,1,0,3,5,8,10,10,0,8
56,4,2,2,4,2,1,0,2,3,6,6,6,0,6
56,5,2,2,4,2,1,0,4,10,13,20,20,0,13
56,6,2,2,4,2,1,0,3,4,8,9,9,0,8
57,1,3,2,4,3,2,4,4,6,0,0,0,6,0
57,2,3,2,4,3,2,4,4,1,0,0,0,1,0
57,3,3,2,4,3,2,4,4,1,0,0,0,1,0
57,4,6,2,4,3,2,4,4,3,0,0,8,3,6
57,5,4,2,4,3,3,4,4,4,0,0,9,4,9
57,6,4,2,4,3,2,4,4,2,0,0,9,2,5
58,1,2,2,4,4,3,2,1,2,0,0,6,1,5
58,2,6,2,4,4,3,2,2,2,0,0,2,2,2
58,3,4,2,4,4,2,2,2,8,0,0,5,8,17
58,4,1,2,4,4,2,3,3,10,0,0,6,10,11
58,5,3,2,4,4,3,4,3,4,0,0,0,3,0
58,6,4,2,4,4,3,2,4,2,0,0,5,4,9
59,1,1,2,4,5,1,0,4,3,3,2,2,0,3
59,2,1,2,4,5,1,0,1,2,2,3,3,0,2
59,3,1,2,4,5,1,0,3,6,2,3,3,0,2
59,4,1,2,4,5,1,0,3,10,6,11,11,0,6
59,5,1,2,4,5,1,0,3,3,6,6,6,0,6
59,6,1,2,4,5,1,0,4,6,8,12,12,0,8
60,1,5,2,4,6,1,0,3,0,6,0,0,0,6
60,2,5,2,4,6,1,0,4,2,6,8,8,0,6
60,3,5,2,4,6,1,0,3,3,9,9,9,0,9
60,4,5,2,4,6,1,0,0,5,0,9,9,0,0
60,5,5,2,4,6,1,0,3,4,6,8,8,0,6
60,6,5,2,4,6,1,0,12,2,50,4,4,0,50
61,1,6,2,4,7,3,2,4,2,0,0,2,4,0
61,2,4,2,4,7,2,4,4,6,0,0,11,6,11
61,3,2,2,4,7,3,5,3,5,0,0,10,3,8
61,4,5,2,4,7,3,5,0,5,0,0,9,0,0
61,5,2,2,4,7,2,4,4,10,0,0,13,10,20
61,6,1,2,4,7,3,6,4,6,0,0,12,4,8
62,1,4,2,4,8,2,2,2,3,0,0,5,3,5
62,2,2,2,4,8,2,2,2,3,0,0,5,3,6
62,3,2,2,4,8,2,3,3,5,0,0,8,5,10
62,4,4,2,4,8,3,3,4,3,0,0,7,4,9
62,5,4,2,4,8,2,4,4,4,0,0,9,4,9
62,6,3,2,4,8,3,4,3,4,0,0,0,3,0
63,1,4,2,4,9,1,0,2,3,5,5,5,0,5
63,2,4,2,4,9,1,0,4,6,11,11,11,0,11
63,3,4,2,4,9,1,0,2,8,5,17,17,0,5
63,4,4,2,4,9,1,0,4,3,9,7,7,0,9
63,5,4,2,4,9,1,0,4,4,9,9,9,0,9
63,6,4,2,4,9,1,0,4,2,9,5,5,0,9
64,1,6,2,4,10,1,0,4,2,0,2,2,0,0
64,2,6,2,4,10,1,0,2,2,2,2,2,0,2
64,3,6,2,4,10,1,0,1,0,1,0,0,0,1
64,4,6,2,4,10,1,0,4,3,8,6,6,0,8
64,5,6,2,4,10,1,0,4,2,8,4,4,0,8
64,6,6,2,4,10,1,0,0,10,2,22,22,0,2
65,1,5,2,4,11,2,3,3,0,0,0,6,0,0
65,2,5,2,4,11,2,4,4,2,0,0,6,2,8
65,3,1,2,4,11,3,6,3,6,0,0,3,3,2
65,4,3,2,4,11,3,4,2,4,0,0,0,2,0
65,5,3,2,4,11,2,3,3,4,0,0,0,4,0
65,6,6,2,4,11,2,0,0,10,0,0,2,10,22
66,1,3,2,4,12,3,6,4,6,0,0,0,4,0
66,2,5,2,4,12,3,2,4,2,0,0,8,4,6
66,3,5,2,4,12,3,3,3,3,0,0,9,3,9
66,4,2,2,4,12,2,2,2,3,0,0,6,3,6
66,5,6,2,4,12,3,2,4,2,0,0,4,4,8
66,6,2,2,4,12,3,4,3,4,0,0,9,3,8
67,1,5,2,4,13,3,0,3,0,0,0,0,3,6
67,2,6,2,4,13,2,2,2,2,0,0,2,2,2
67,3,3,2,4,13,3,1,4,1,0,0,0,4,0
67,4,6,2,4,13,3,3,4,3,0,0,6,4,8
67,5,5,2,4,13,2,3,3,4,0,0,6,4,8
67,6,2,2,4,13,2,3,3,4,0,0,8,4,9
68,1,3,2,4,14,1,0,4,6,0,0,0,0,0
68,2,3,2,4,14,1,0,4,1,0,0,0,0,0
68,3,3,2,4,14,1,0,4,1,0,0,0,0,0
68,4,3,2,4,14,1,0,2,4,0,0,0,0,0
68,5,3,2,4,14,1,0,3,4,0,0,0,0,0
68,6,3,2,4,14,1,0,3,4,0,0,0,0,0
69,1,2,2,4,15,2,1,1,2,0,0,5,2,6
69,2,1,2,4,15,3,2,1,2,0,0,3,1,2
69,3,1,2,4,15,2,3,3,6,0,0,2,6,3
69,4,4,2,4,15,2,4,4,3,0,0,9,3,7
69,5,6,2,4,15,2,4,4,2,0,0,8,2,4
69,6,6,2,4,15,3,10,0,10,0,0,22,0,2
70,1,4,2,4,16,3,3,2,3,0,0,5,2,5
70,2,4,2,4,16,3,6,4,6,0,0,11,4,11
70,3,4,2,4,16,3,8,2,8,0,0,17,2,5
70,4,1,2,4,16,3,10,3,10,0,0,11,3,6
70,5,2,2,4,16,3,10,4,10,0,0,20,4,13
70,6,5,2,4,16,2,12,12,2,0,0,50,2,4
71,1,6,2,4,17,2,4,4,2,0,0,0,2,2
71,2,3,2,4,17,3,1,4,1,0,0,0,4,0
71,3,6,2,4,17,3,0,1,0,0,0,0,1,1
71,4,5,2,4,17,2,0,0,5,0,0,0,5,9
71,5,5,2,4,17,3,4,3,4,0,0,8,3,6
71,6,3,2,4,17,2,3,3,4,0,0,0,4,0
72,1,1,2,4,18,2,4,4,3,0,0,3,3,2
72,2,1,2,4,18,2,1,1,2,0,0,2,2,3
72,3,6,2,4,18,2,1,1,0,0,0,1,0,0
72,4,3,2,4,18,2,2,2,4,0,0,0,4,0
72,5,1,2,4,18,3,3,3,3,0,0,6,3,6
72,6,5,2,4,18,3,2,12,2,0,0,4,12,50
73,1,3,2,5,1,3,12,2,12,0,0,24,2,3
73,2,3,2,5,1,3,12,0,12,0,0,24,0,0
73,3,5,2,5,1,3,12,12,12,0,0,18,12,18
73,4,5,2,5,1,2,12,12,10,0,0,18,10,15
73,5,5,2,5,1,3,12,6,12,0,0,18,6,9
73,6,4,2,5,1,3,12,4,12,0,0,12,4,5
74,1,1,2,5,2,1,0,0,5,0,5,5,0,0
74,2,1,2,5,2,1,0,6,4,4,2,2,0,4
74,3,1,2,5,2,1,0,6,10,6,10,10,0,6
74,4,1,2,5,2,1,0,5,10,8,11,11,0,8
74,5,1,2,5,2,1,0,1,0,2,0,0,0,2
74,6,1,2,5,2,1,0,12,0,14,0,0,0,14
75,1,2,2,5,3,2,2,2,12,0,0,1,12,4
75,2,6,2,5,3,3,1,1,1,0,0,1,1,1
75,3,2,2,5,3,2,0,0,5,0,0,0,5,6
75,4,4,2,5,3,3,0,6,0,0,0,0,6,6
75,5,1,2,5,3,3,0,1,0,0,0,0,1,2
75,6,4,2,5,3,2,4,4,12,0,0,5,12,12
76,1,5,2,5,4,3,5,2,5,0,0,7,2,3
76,2,5,2,5,4,3,6,12,6,0,0,9,12,18
76,3,3,2,5,4,3,9,12,9,0,0,22,12,26
76,4,5,2,5,4,3,10,12,10,0,0,15,12,18
76,5,6,2,5,4,2,10,10,10,0,0,10,10,10
76,6,5,2,5,4,3,12,10,12,0,0,18,10,15
77,1,3,2,5,5,1,0,2,12,3,24,24,0,3
77,2,3,2,5,5,1,0,0,12,0,24,24,0,0
77,3,3,2,5,5,1,0,12,9,26,22,22,0,26
77,4,3,2,5,5,1,0,6,5,12,10,10,0,12
77,5,3,2,5,5,1,0,6,12,12,26,26,0,12
77,6,3,2,5,5,1,0,8,12,18,26,26,0,18
78,1,3,2,5,6,2,2,2,12,0,0,3,12,24
